fixed acidity,residual sugar,free sulfur dioxide,total sulfur dioxide,alcohol,quality
-0.5,-0.30000000000000027,-3.0,-4.0,-0.7999999999999989,-1.0
-0.10000000000000053,0.3999999999999999,11.0,29.0,-0.3999999999999986,-1.0
-0.10000000000000053,0.09999999999999964,1.0,16.0,-0.3999999999999986,-1.0
3.299999999999999,-0.30000000000000027,3.0,22.0,-0.3999999999999986,0.0
-0.5,-0.30000000000000027,-3.0,-4.0,-0.7999999999999989,-1.0
-0.5,-0.40000000000000013,-1.0,2.0,-0.7999999999999989,-1.0
0.0,-0.6000000000000001,1.0,21.0,-0.7999999999999989,-1.0
-0.6000000000000005,-0.7000000000000002,1.0,-17.0,-0.1999999999999993,1.0
-0.10000000000000053,-0.20000000000000018,-5.0,-20.0,-0.6999999999999993,1.0
-0.40000000000000036,3.3999999999999995,3.0,64.0,0.3000000000000007,-1.0
-1.2000000000000002,-0.40000000000000013,1.0,27.0,-1.0,-1.0
-0.40000000000000036,3.3999999999999995,3.0,64.0,0.3000000000000007,-1.0
-1.9000000000000004,-0.6000000000000001,2.0,21.0,-0.29999999999999893,-1.0
-0.10000000000000053,-0.6000000000000001,-5.0,-9.0,-1.0,-1.0
1.0,1.5999999999999996,23.0,81.0,-1.0,-1.0
1.0,1.6999999999999997,23.0,81.0,-1.0,-1.0
0.5999999999999996,-0.40000000000000013,21.0,65.0,0.3000000000000007,1.0
0.1999999999999993,-0.5000000000000002,2.0,18.0,-0.8999999999999986,-1.0
-0.5,2.2,-8.0,-9.0,-1.0,-1.0
0.0,-0.40000000000000013,3.0,18.0,-1.0,0.0
1.0,-0.40000000000000013,15.0,22.0,-0.7999999999999989,0.0
-0.3000000000000007,0.09999999999999964,9.0,33.0,-0.5,-1.0
0.0,-0.6000000000000001,-4.0,-1.0,-0.6999999999999993,-1.0
0.5999999999999996,0.09999999999999964,-5.0,29.0,-0.7999999999999989,-1.0
-1.0,0.19999999999999973,7.0,2.0,-0.5,0.0
-1.6000000000000005,-0.7000000000000002,-3.0,-15.0,-0.8999999999999986,-1.0
-0.3000000000000007,-0.40000000000000013,-10.0,-27.0,-0.6999999999999993,-1.0
0.0,-0.6000000000000001,-4.0,-1.0,-0.6999999999999993,-1.0
-0.8000000000000007,-0.30000000000000027,0.0,-3.0,-0.7999999999999989,-1.0
-0.10000000000000053,-0.20000000000000018,-6.0,-22.0,-0.3999999999999986,0.0
-1.2000000000000002,0.19999999999999973,3.0,44.0,-0.09999999999999964,-1.0
-1.0,0.2999999999999998,8.0,-1.0,0.40000000000000036,0.0
0.40000000000000036,0.09999999999999964,1.0,75.0,-0.3999999999999986,-1.0
-1.0,3.3999999999999995,23.0,45.0,-0.7999999999999989,0.0
-1.9000000000000004,-0.40000000000000013,-1.0,12.0,-1.0,-1.0
-0.10000000000000053,3.3,-9.0,-20.0,-0.5999999999999996,0.0
-0.10000000000000053,0.19999999999999973,-10.0,-23.0,0.6000000000000014,0.0
0.1999999999999993,-0.10000000000000009,-1.0,-8.0,-0.5,1.0
-1.9000000000000004,-0.7000000000000002,-7.0,-19.0,-0.3999999999999986,-1.0
-0.6000000000000005,3.3999999999999995,-2.0,49.0,0.3000000000000007,-1.0
-0.6000000000000005,3.3999999999999995,-2.0,49.0,0.3000000000000007,-1.0
0.9000000000000004,0.5999999999999996,3.0,8.0,-0.8999999999999986,-1.0
-0.40000000000000036,0.3999999999999999,-6.0,-24.0,0.3000000000000007,0.0
0.1999999999999993,0.0,-5.0,-15.0,0.10000000000000142,-1.0
-1.1000000000000005,-0.40000000000000013,-9.0,-27.0,-0.6999999999999993,-1.0
-1.9000000000000004,-0.10000000000000009,-6.0,27.0,2.4000000000000004,-1.0
-0.20000000000000018,0.0,8.0,76.0,-1.0,-1.0
0.7999999999999989,-0.6000000000000001,-2.0,-1.0,-0.6999999999999993,-1.0
-1.5,-0.6000000000000001,-9.0,-26.0,-1.0,-1.0
-1.9000000000000004,-0.7000000000000002,-2.0,58.0,-1.0,-1.0
0.9000000000000004,-0.5000000000000002,-10.0,-15.0,-1.0,-1.0
-1.3000000000000007,0.0,-6.0,-23.0,-0.7999999999999989,0.0
-1.3000000000000007,-0.10000000000000009,-8.0,-24.0,-0.7999999999999989,0.0
0.6999999999999993,0.7999999999999998,16.0,81.0,-0.7999999999999989,-1.0
-0.3000000000000007,0.5999999999999996,19.0,35.0,0.0,0.0
-0.20000000000000018,1.5999999999999996,11.0,7.0,-0.6999999999999993,-1.0
2.299999999999999,1.1999999999999997,-10.0,-27.0,-0.5999999999999996,-1.0
-0.40000000000000036,2.8999999999999995,23.0,72.0,-0.7999999999999989,-1.0
-0.10000000000000053,0.09999999999999964,3.0,16.0,-0.1999999999999993,-1.0
-0.6000000000000005,0.19999999999999973,-5.0,8.0,-0.7999999999999989,0.0
0.9000000000000004,0.0,5.0,14.0,-1.0,-1.0
-0.20000000000000018,-0.40000000000000013,6.0,74.0,-0.8999999999999986,-1.0
-0.40000000000000036,-0.30000000000000027,-2.0,-3.0,-0.6999999999999993,1.0
-0.9000000000000004,-0.20000000000000018,-1.0,16.0,-0.3999999999999986,-1.0
-0.7000000000000002,2.45,-10.0,-27.0,0.7000000000000011,-1.0
-0.7000000000000002,2.45,-10.0,-27.0,0.7000000000000011,-1.0
-0.40000000000000036,-0.7000000000000002,-3.0,1.0,-0.5999999999999996,-1.0
-1.3000000000000007,-0.6000000000000001,-8.0,-23.0,0.5,-1.0
1.4000000000000004,-0.20000000000000018,13.0,27.0,0.5,-1.0
0.09999999999999964,-0.30000000000000027,-6.0,-19.0,0.3000000000000007,0.0
-0.20000000000000018,-0.30000000000000027,1.0,-11.0,-0.6999999999999993,0.0
-0.20000000000000018,-0.10000000000000009,3.0,58.0,-0.6999999999999993,-1.0
-0.20000000000000018,-0.30000000000000027,4.0,56.0,-0.6999999999999993,-1.0
0.40000000000000036,-0.10000000000000009,-3.0,5.0,-1.0,-1.0
1.799999999999999,0.2999999999999998,14.0,45.0,-0.5999999999999996,-1.0
0.9000000000000004,0.0,-5.0,4.0,0.3000000000000007,-1.0
0.9000000000000004,0.0,-5.0,4.0,0.3000000000000007,-1.0
-1.1000000000000005,0.19999999999999973,0.0,-8.0,0.5,0.0
-1.2000000000000002,-0.20000000000000018,-2.0,42.0,-0.09999999999999964,-1.0
0.40000000000000036,-0.7000000000000002,13.0,81.0,-1.0,-1.0
-1.7000000000000002,-0.6000000000000001,-10.0,-23.0,-1.0,-1.0
-0.10000000000000053,-0.30000000000000027,8.0,29.0,-0.7999999999999989,-1.0
-0.5,-0.20000000000000018,7.0,35.0,-1.0,-1.0
-0.6000000000000005,-0.40000000000000013,2.0,13.0,-0.7999999999999989,-1.0
-1.6000000000000005,-0.40000000000000013,4.0,23.0,0.10000000000000142,0.0
-1.0,0.0,5.0,2.0,-0.09999999999999964,-1.0
0.6999999999999993,-0.30000000000000027,6.0,81.0,-0.29999999999999893,0.0
-0.20000000000000018,-0.30000000000000027,-5.0,-7.0,-0.5999999999999996,-1.0
1.4000000000000004,-0.10000000000000009,20.0,81.0,-0.6999999999999993,-1.0
-0.9000000000000004,-0.40000000000000013,-6.0,-14.0,-1.0,-1.0
0.0,-0.30000000000000027,23.0,81.0,-0.6999999999999993,-1.0
0.6999999999999993,-0.30000000000000027,6.0,81.0,-0.29999999999999893,0.0
0.6999999999999993,-0.20000000000000018,5.0,81.0,-0.3999999999999986,-1.0
-0.20000000000000018,-0.30000000000000027,-5.0,-7.0,-0.5999999999999996,-1.0
-1.9000000000000004,-0.7000000000000002,23.0,47.0,0.3000000000000007,-1.0
-1.9000000000000004,0.09999999999999964,3.0,68.0,2.4000000000000004,0.0
-1.1000000000000005,0.7999999999999998,-6.0,-15.0,0.5,-1.0
-0.9000000000000004,-0.20000000000000018,-10.0,-16.0,-1.0,-1.0
-0.3000000000000007,0.2999999999999998,-9.0,-27.0,-0.3999999999999986,-1.0
0.1999999999999993,-0.30000000000000027,-1.0,-3.0,-1.0,0.0
0.40000000000000036,-0.10000000000000009,-3.0,12.0,0.0,0.0
-0.10000000000000053,-0.30000000000000027,-6.0,-16.0,0.20000000000000107,0.0
0.1999999999999993,-0.30000000000000027,-1.0,-3.0,-1.0,0.0
0.1999999999999993,-0.10000000000000009,-2.0,27.0,-1.0,-1.0
-0.7000000000000002,0.0,-9.0,-2.0,-0.7999999999999989,-1.0
0.1999999999999993,-0.10000000000000009,-2.0,27.0,-1.0,-1.0
-0.10000000000000053,-0.5000000000000002,4.0,31.0,-0.8999999999999986,-1.0
-1.7000000000000002,-0.5000000000000002,1.0,26.0,-0.8999999999999986,-1.0
0.09999999999999964,0.2999999999999998,4.0,42.0,-0.5999999999999996,0.0
0.1999999999999993,-0.20000000000000018,23.0,81.0,-0.8999999999999986,-1.0
-0.10000000000000053,-0.40000000000000013,-2.0,9.0,-0.6999999999999993,-1.0
0.5,0.0,-3.0,70.0,-0.3999999999999986,-1.0
0.5,0.0,0.0,73.0,-0.3999999999999986,-1.0
2.1999999999999993,0.09999999999999964,8.0,8.0,-0.5,0.0
-0.10000000000000053,-0.40000000000000013,-2.0,9.0,-0.6999999999999993,-1.0
1.5,0.0,-1.0,24.0,0.3000000000000007,0.0
0.40000000000000036,-0.30000000000000027,-3.0,2.0,-0.1999999999999993,0.0
-0.10000000000000053,-0.20000000000000018,-7.0,-10.0,-0.7999999999999989,0.0
0.9000000000000004,0.0,0.0,18.0,0.7000000000000011,0.0
-0.9000000000000004,-0.40000000000000013,8.0,51.0,-1.0,0.0
-0.6000000000000005,-0.5000000000000002,-4.0,51.0,-1.0,-1.0
0.9000000000000004,0.0,0.0,18.0,0.7000000000000011,0.0
-0.6000000000000005,0.2999999999999998,-10.0,-25.0,-1.0,-1.0
0.09999999999999964,0.3999999999999999,-3.0,-4.0,-0.6999999999999993,-1.0
-0.10000000000000053,-0.6000000000000001,7.0,64.0,-0.6999999999999993,-1.0
1.0999999999999996,-0.30000000000000027,13.0,52.0,-0.7999999999999989,-1.0
0.29999999999999893,-0.5000000000000002,-10.0,-26.0,0.7000000000000011,-1.0
0.1999999999999993,-0.40000000000000013,-10.0,-26.0,0.7000000000000011,-1.0
0.09999999999999964,-0.40000000000000013,-10.0,-22.0,0.3000000000000007,1.0
-1.8000000000000007,-0.40000000000000013,-8.0,-19.0,-0.7999999999999989,-1.0
0.09999999999999964,-0.20000000000000018,16.0,81.0,-0.7999999999999989,-1.0
-1.9000000000000004,0.09999999999999964,3.0,61.0,2.4000000000000004,-1.0
-1.9000000000000004,0.09999999999999964,3.0,61.0,2.4000000000000004,-1.0
-1.3000000000000007,-0.7000000000000002,3.0,-12.0,-0.3999999999999986,0.0
0.0,0.0,-1.0,-9.0,-0.29999999999999893,0.0
0.5,-0.30000000000000027,2.0,25.0,-0.5999999999999996,-1.0
0.40000000000000036,-0.40000000000000013,-4.0,14.0,-0.6999999999999993,-1.0
-0.7000000000000002,-0.20000000000000018,-1.0,7.0,-1.0,-1.0
-0.10000000000000053,-0.10000000000000009,1.0,67.0,-0.6999999999999993,-1.0
-0.10000000000000053,-0.20000000000000018,3.0,70.0,-0.6999999999999993,-1.0
0.5,-0.30000000000000027,2.0,25.0,-0.5999999999999996,-1.0
0.40000000000000036,-0.40000000000000013,-4.0,14.0,-0.6999999999999993,-1.0
-1.9000000000000004,-0.40000000000000013,13.0,25.0,2.4000000000000004,0.0
-1.6000000000000005,-0.5000000000000002,-10.0,-18.0,-0.7999999999999989,-1.0
-1.9000000000000004,-0.40000000000000013,13.0,25.0,2.4000000000000004,0.0
0.1999999999999993,-0.40000000000000013,18.0,81.0,-0.7999999999999989,-1.0
-1.9000000000000004,-0.40000000000000013,7.0,56.0,-0.1999999999999993,-1.0
-0.3000000000000007,-0.6000000000000001,-4.0,50.0,-0.8999999999999986,-1.0
-1.0,0.09999999999999964,-2.0,-8.0,0.0,0.0
0.29999999999999893,0.5999999999999996,-3.0,5.0,0.3000000000000007,0.0
-0.6000000000000005,-0.10000000000000009,-9.0,-27.0,0.10000000000000142,0.0
1.299999999999999,1.1999999999999997,18.0,31.0,-0.7999999999999989,-1.0
-0.40000000000000036,-0.40000000000000013,11.0,61.0,-0.09999999999999964,-1.0
-0.40000000000000036,-0.40000000000000013,11.0,61.0,-0.09999999999999964,-1.0
-0.8000000000000007,3.3,15.0,81.0,0.3000000000000007,-1.0
-0.8000000000000007,3.3,14.0,81.0,0.3000000000000007,-1.0
-0.8000000000000007,3.3,15.0,81.0,0.3000000000000007,-1.0
-0.8000000000000007,3.3,14.0,81.0,0.3000000000000007,-1.0
-0.8000000000000007,0.0,-2.0,-16.0,-0.8999999999999986,-1.0
-1.1000000000000005,-0.30000000000000027,4.0,48.0,-0.8999999999999986,0.0
-0.3000000000000007,-0.20000000000000018,-7.0,-18.0,-0.5999999999999996,-1.0
-0.3000000000000007,-0.7000000000000002,-5.0,-18.0,-1.0,-1.0
-0.10000000000000053,-0.5000000000000002,3.0,-7.0,-0.1999999999999993,0.0
-0.5,3.3999999999999995,22.0,81.0,-0.7999999999999989,-1.0
-0.6000000000000005,3.3999999999999995,21.0,81.0,-0.7999999999999989,-1.0
-0.10000000000000053,-0.5000000000000002,0.0,58.0,-0.6999999999999993,-1.0
-1.1000000000000005,-0.10000000000000009,4.0,63.0,0.0,-1.0
-0.6000000000000005,-0.6000000000000001,3.0,4.0,-1.0,-1.0
-1.1000000000000005,-0.10000000000000009,-3.0,6.0,0.20000000000000107,0.0
-0.40000000000000036,-0.40000000000000013,1.0,25.0,-0.6999999999999993,-1.0
0.0,-0.40000000000000013,-10.0,-27.0,-1.0,-1.0
0.09999999999999964,-0.20000000000000018,-8.0,-20.0,-1.0,0.0
0.09999999999999964,-0.20000000000000018,-8.0,-20.0,-1.0,0.0
-0.5,-0.30000000000000027,10.0,4.0,1.3000000000000007,0.0
-0.6000000000000005,-0.20000000000000018,-7.0,-3.0,-0.6999999999999993,-1.0
-1.0,-0.7000000000000002,5.0,11.0,-0.6999999999999993,-1.0
-0.6000000000000005,-0.20000000000000018,-7.0,-3.0,-0.6999999999999993,-1.0
-0.40000000000000036,0.09999999999999964,-6.0,0.0,0.3000000000000007,0.0
-0.9000000000000004,0.2999999999999998,-7.0,-18.0,-0.5999999999999996,-1.0
0.9000000000000004,0.19999999999999973,-4.0,4.0,-0.6999999999999993,-1.0
0.9000000000000004,0.19999999999999973,-4.0,4.0,-0.6999999999999993,-1.0
1.0,-0.20000000000000018,9.0,72.0,-0.8999999999999986,-1.0
-0.7000000000000002,0.2999999999999998,2.0,4.0,-0.8999999999999986,-1.0
-1.1000000000000005,-0.40000000000000013,-3.0,27.0,-0.8999999999999986,-1.0
-1.2000000000000002,-0.30000000000000027,-6.0,24.0,-0.8999999999999986,0.0
1.0,-0.20000000000000018,12.0,47.0,-0.5,-1.0
-0.5,-0.20000000000000018,0.0,29.0,-1.0,-1.0
-0.20000000000000018,0.3999999999999999,-5.0,-12.0,-0.5,-1.0
0.0,-0.20000000000000018,1.0,81.0,-0.6999999999999993,-1.0
0.0,-0.30000000000000027,3.0,81.0,-0.6999999999999993,-1.0
0.29999999999999893,0.6999999999999997,7.0,81.0,-0.7999999999999989,-1.0
-1.5,-0.30000000000000027,7.0,11.0,-0.3999999999999986,0.0
-1.1000000000000005,1.5999999999999996,2.0,81.0,-0.6999999999999993,-1.0
-0.3000000000000007,0.0,-7.0,-10.0,-0.5,-1.0
-0.3000000000000007,0.0,-7.0,-10.0,-0.5,-1.0
-0.10000000000000053,-0.20000000000000018,10.0,81.0,-0.7999999999999989,-1.0
-0.6000000000000005,0.19999999999999973,1.0,17.0,0.0,-1.0
3.5999999999999996,-0.20000000000000018,-2.0,-11.0,-0.09999999999999964,0.0
